timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1606880435205,152,Home Page,200,OK,Thread Group 1-11,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,151,0,72
1606880435207,152,Home Page,200,OK,Thread Group 1-10,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,148,0,71
1606880435231,128,Home Page,200,OK,Thread Group 1-16,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,124,0,46
1606880435207,152,Home Page,200,OK,Thread Group 1-9,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,148,0,71
1606880435206,153,Home Page,200,OK,Thread Group 1-4,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,149,0,71
1606880435244,114,Home Page,200,OK,Thread Group 1-17,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,114,0,34
1606880435256,101,Home Page,200,OK,Thread Group 1-18,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,98,0,22
1606880435218,140,Home Page,200,OK,Thread Group 1-15,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,140,0,60
1606880435211,147,Home Page,200,OK,Thread Group 1-14,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,147,0,67
1606880435207,151,Home Page,200,OK,Thread Group 1-8,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,149,0,72
1606880435207,153,Home Page,200,OK,Thread Group 1-7,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,148,0,70
1606880435205,154,Home Page,200,OK,Thread Group 1-2,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,150,0,73
1606880435207,158,Home Page,200,OK,Thread Group 1-5,text,true,,511,123,26,25,http://ltc.la.gemezz.mobi/,158,0,80
1606880435284,81,Home Page,200,OK,Thread Group 1-20,text,true,,511,123,25,25,http://ltc.la.gemezz.mobi/,81,0,27
1606880435207,156,Home Page,200,OK,Thread Group 1-3,text,true,,511,123,26,17,http://ltc.la.gemezz.mobi/,156,0,80
1606880435207,156,Home Page,200,OK,Thread Group 1-13,text,true,,511,123,26,17,http://ltc.la.gemezz.mobi/,156,0,80
1606880435207,156,Home Page,200,OK,Thread Group 1-12,text,true,,511,123,26,16,http://ltc.la.gemezz.mobi/,156,0,80
1606880435207,156,Home Page,200,OK,Thread Group 1-1,text,true,,511,123,26,15,http://ltc.la.gemezz.mobi/,149,0,72
1606880435268,98,Home Page,200,OK,Thread Group 1-19,text,true,,511,123,12,11,http://ltc.la.gemezz.mobi/,98,0,37
1606880435205,161,Home Page,200,OK,Thread Group 1-6,text,true,,511,123,12,11,http://ltc.la.gemezz.mobi/,161,0,82
1606880435310,75,Home Page,200,OK,Thread Group 1-22,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,75,0,19
1606880435294,92,Home Page,200,OK,Thread Group 1-21,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,92,0,35
1606880435324,91,Home Page,200,OK,Thread Group 1-23,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,91,0,31
1606880435335,90,Home Page,200,OK,Thread Group 1-24,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,90,0,25
1606880435346,94,Home Page,200,OK,Thread Group 1-25,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,94,0,21
1606880435362,93,Home Page,200,OK,Thread Group 1-26,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,93,0,23
1606880435375,92,Home Page,200,OK,Thread Group 1-27,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,92,0,27
1606880435386,101,Home Page,200,OK,Thread Group 1-28,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,101,0,32
1606880435399,107,Home Page,200,OK,Thread Group 1-29,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,107,0,29
1606880435413,93,Home Page,200,OK,Thread Group 1-30,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,93,0,23
1606880435426,106,Home Page,200,OK,Thread Group 1-31,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,106,0,35
1606880435451,86,Home Page,200,OK,Thread Group 1-33,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,86,0,19
1606880435444,94,Home Page,200,OK,Thread Group 1-32,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,94,0,24
1606880435463,89,Home Page,200,OK,Thread Group 1-34,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,89,0,26
1606880435477,88,Home Page,200,OK,Thread Group 1-35,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,88,0,30
1606880435491,82,Home Page,200,OK,Thread Group 1-36,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,82,0,26
1606880435504,105,Home Page,200,OK,Thread Group 1-37,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,105,0,33
1606880435519,90,Home Page,200,OK,Thread Group 1-38,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,90,0,32
1606880435532,96,Home Page,200,OK,Thread Group 1-39,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,96,0,26
1606880435543,87,Home Page,200,OK,Thread Group 1-40,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,87,0,25
1606880435557,104,Home Page,200,OK,Thread Group 1-41,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,104,0,35
1606880435569,116,Home Page,200,OK,Thread Group 1-42,text,true,,511,123,10,10,http://ltc.la.gemezz.mobi/,116,0,39
1606880435583,102,Home Page,200,OK,Thread Group 1-43,text,true,,511,123,10,10,http://ltc.la.gemezz.mobi/,102,0,33
1606880435594,91,Home Page,200,OK,Thread Group 1-44,text,true,,511,123,10,10,http://ltc.la.gemezz.mobi/,91,0,22
1606880435610,107,Home Page,200,OK,Thread Group 1-45,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,107,0,29
1606880435620,119,Home Page,200,OK,Thread Group 1-46,text,true,,511,123,10,10,http://ltc.la.gemezz.mobi/,119,0,36
1606880435635,129,Home Page,200,OK,Thread Group 1-47,text,true,,511,123,11,11,http://ltc.la.gemezz.mobi/,129,0,26
1606880435655,120,Home Page,200,OK,Thread Group 1-48,text,true,,511,123,11,11,http://ltc.la.gemezz.mobi/,120,0,31
1606880435676,193,Home Page,200,OK,Thread Group 1-50,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,193,0,51
1606880435686,182,Home Page,200,OK,Thread Group 1-51,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,182,0,50
1606880435662,207,Home Page,200,OK,Thread Group 1-49,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,207,0,65
1606880435697,173,Home Page,200,OK,Thread Group 1-52,text,true,,511,123,14,14,http://ltc.la.gemezz.mobi/,173,0,39
1606880435715,156,Home Page,200,OK,Thread Group 1-53,text,true,,511,123,13,13,http://ltc.la.gemezz.mobi/,156,0,28
1606880435727,147,Home Page,200,OK,Thread Group 1-54,text,true,,511,123,12,12,http://ltc.la.gemezz.mobi/,147,0,25
1606880435764,150,Home Page,200,OK,Thread Group 1-57,text,true,,511,123,14,14,http://ltc.la.gemezz.mobi/,150,0,28
1606880435737,177,Home Page,200,OK,Thread Group 1-55,text,true,,511,123,14,14,http://ltc.la.gemezz.mobi/,177,0,39
1606880435753,161,Home Page,200,OK,Thread Group 1-56,text,true,,511,123,14,14,http://ltc.la.gemezz.mobi/,161,0,25
1606880435805,157,Home Page,200,OK,Thread Group 1-60,text,true,,511,123,15,15,http://ltc.la.gemezz.mobi/,157,0,73
1606880435793,169,Home Page,200,OK,Thread Group 1-59,text,true,,511,123,15,15,http://ltc.la.gemezz.mobi/,169,0,85
1606880435859,104,Home Page,200,OK,Thread Group 1-64,text,true,,511,123,15,15,http://ltc.la.gemezz.mobi/,104,0,28
1606880435832,130,Home Page,200,OK,Thread Group 1-62,text,true,,511,123,15,15,http://ltc.la.gemezz.mobi/,130,0,47
1606880435816,147,Home Page,200,OK,Thread Group 1-61,text,true,,511,123,15,15,http://ltc.la.gemezz.mobi/,147,0,63
1606880435775,188,Home Page,200,OK,Thread Group 1-58,text,true,,511,123,14,14,http://ltc.la.gemezz.mobi/,188,0,103
1606880435842,121,Home Page,200,OK,Thread Group 1-63,text,true,,511,123,13,13,http://ltc.la.gemezz.mobi/,121,0,37
1606880435869,95,Home Page,200,OK,Thread Group 1-65,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,95,0,26
1606880435884,103,Home Page,200,OK,Thread Group 1-66,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,103,0,32
1606880435892,95,Home Page,200,OK,Thread Group 1-67,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,95,0,35
1606880435906,93,Home Page,200,OK,Thread Group 1-68,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,93,0,22
1606880435921,84,Home Page,200,OK,Thread Group 1-69,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,84,0,25
1606880435944,82,Home Page,200,OK,Thread Group 1-71,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,82,0,19
1606880435931,95,Home Page,200,OK,Thread Group 1-70,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,95,0,32
1606880435958,100,Home Page,200,OK,Thread Group 1-72,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,100,0,31
1606880435975,94,Home Page,200,OK,Thread Group 1-73,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,94,0,29
1606880435988,99,Home Page,200,OK,Thread Group 1-74,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,99,0,30
1606880435998,89,Home Page,200,OK,Thread Group 1-75,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,89,0,20
1606880436011,91,Home Page,200,OK,Thread Group 1-76,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,91,0,17
1606880436027,90,Home Page,200,OK,Thread Group 1-77,text,true,,511,123,4,4,http://ltc.la.gemezz.mobi/,90,0,30
1606880436048,90,Home Page,200,OK,Thread Group 1-79,text,true,,511,123,3,3,http://ltc.la.gemezz.mobi/,90,0,25
1606880436041,97,Home Page,200,OK,Thread Group 1-78,text,true,,511,123,3,3,http://ltc.la.gemezz.mobi/,97,0,32
1606880436061,109,Home Page,200,OK,Thread Group 1-80,text,true,,511,123,1,1,http://ltc.la.gemezz.mobi/,109,0,26
