timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1606880336180,139,Home Page,200,OK,Thread Group 1-1,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,136,0,68
1606880336180,139,Home Page,200,OK,Thread Group 1-5,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,136,0,67
1606880336204,115,Home Page,200,OK,Thread Group 1-11,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,112,0,43
1606880336180,139,Home Page,200,OK,Thread Group 1-7,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,136,0,67
1606880336180,139,Home Page,200,OK,Thread Group 1-8,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,136,0,67
1606880336180,139,Home Page,200,OK,Thread Group 1-4,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,136,0,67
1606880336180,139,Home Page,200,OK,Thread Group 1-6,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,136,0,67
1606880336181,138,Home Page,200,OK,Thread Group 1-9,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,135,0,66
1606880336180,139,Home Page,200,OK,Thread Group 1-2,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,136,0,67
1606880336184,135,Home Page,200,OK,Thread Group 1-10,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,132,0,63
1606880336220,105,Home Page,200,OK,Thread Group 1-12,text,true,,511,123,17,17,http://ltc.la.gemezz.mobi/,105,0,33
1606880336180,146,Home Page,200,OK,Thread Group 1-3,text,true,,511,123,18,18,http://ltc.la.gemezz.mobi/,146,0,73
1606880336237,113,Home Page,200,OK,Thread Group 1-13,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,113,0,30
1606880336256,100,Home Page,200,OK,Thread Group 1-14,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,100,0,40
1606880336271,111,Home Page,200,OK,Thread Group 1-15,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,111,0,33
1606880336292,92,Home Page,200,OK,Thread Group 1-16,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,92,0,32
1606880336307,99,Home Page,200,OK,Thread Group 1-17,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,99,0,42
1606880336326,149,Home Page,200,OK,Thread Group 1-18,text,true,,511,123,10,10,http://ltc.la.gemezz.mobi/,149,0,35
1606880336355,120,Home Page,200,OK,Thread Group 1-20,text,true,,511,123,10,10,http://ltc.la.gemezz.mobi/,120,0,29
1606880336337,138,Home Page,200,OK,Thread Group 1-19,text,true,,511,123,10,10,http://ltc.la.gemezz.mobi/,138,0,31
1606880336373,103,Home Page,200,OK,Thread Group 1-21,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,103,0,29
1606880336408,135,Home Page,200,OK,Thread Group 1-23,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,135,0,66
1606880336391,154,Home Page,200,OK,Thread Group 1-22,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,154,0,83
1606880336442,118,Home Page,200,OK,Thread Group 1-25,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,118,0,35
1606880336428,132,Home Page,200,OK,Thread Group 1-24,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,132,0,49
1606880336475,101,Home Page,200,OK,Thread Group 1-27,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,101,0,40
1606880336492,84,Home Page,200,OK,Thread Group 1-28,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,84,0,23
1606880336461,115,Home Page,200,OK,Thread Group 1-26,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,115,0,46
1606880336510,83,Home Page,200,OK,Thread Group 1-29,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,83,0,26
1606880336527,99,Home Page,200,OK,Thread Group 1-30,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,99,0,33
1606880336545,98,Home Page,200,OK,Thread Group 1-31,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,98,0,30
1606880336561,96,Home Page,200,OK,Thread Group 1-32,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,96,0,32
1606880336578,105,Home Page,200,OK,Thread Group 1-33,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,105,0,40
1606880336594,91,Home Page,200,OK,Thread Group 1-34,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,91,0,32
1606880336626,106,Home Page,200,OK,Thread Group 1-36,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,106,0,32
1606880336611,121,Home Page,200,OK,Thread Group 1-35,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,121,0,31
1606880336644,109,Home Page,200,OK,Thread Group 1-37,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,109,0,41
1606880336677,97,Home Page,200,OK,Thread Group 1-39,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,97,0,17
1606880336661,113,Home Page,200,OK,Thread Group 1-38,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,113,0,33
1606880336695,99,Home Page,200,OK,Thread Group 1-40,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,99,0,40
1606880336715,94,Home Page,200,OK,Thread Group 1-41,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,94,0,21
1606880336732,83,Home Page,200,OK,Thread Group 1-42,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,83,0,25
1606880336750,94,Home Page,200,OK,Thread Group 1-43,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,94,0,26
1606880336782,85,Home Page,200,OK,Thread Group 1-45,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,85,0,25
1606880336765,102,Home Page,200,OK,Thread Group 1-44,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,102,0,42
1606880336799,105,Home Page,200,OK,Thread Group 1-46,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,105,0,36
1606880336815,100,Home Page,200,OK,Thread Group 1-47,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,100,0,36
1606880336834,90,Home Page,200,OK,Thread Group 1-48,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,90,0,32
1606880336853,90,Home Page,200,OK,Thread Group 1-49,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,90,0,33
1606880336868,96,Home Page,200,OK,Thread Group 1-50,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,96,0,33
1606880336888,77,Home Page,200,OK,Thread Group 1-51,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,77,0,17
1606880336903,171,Home Page,200,OK,Thread Group 1-52,text,true,,511,123,9,9,http://ltc.la.gemezz.mobi/,171,0,23
1606880336916,186,Home Page,200,OK,Thread Group 1-53,text,true,,511,123,8,8,http://ltc.la.gemezz.mobi/,186,0,34
1606880336935,175,Home Page,200,OK,Thread Group 1-54,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,174,0,32
1606880336955,203,Home Page,200,OK,Thread Group 1-55,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,203,0,119
1606880337005,153,Home Page,200,OK,Thread Group 1-58,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,153,0,72
1606880337018,141,Home Page,200,OK,Thread Group 1-59,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,141,0,60
1606880337037,122,Home Page,200,OK,Thread Group 1-60,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,122,0,41
1606880336987,173,Home Page,200,OK,Thread Group 1-57,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,173,0,90
1606880336967,192,Home Page,200,OK,Thread Group 1-56,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,192,0,110
