timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1606880386925,186,Home Page,200,OK,Thread Group 1-14,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,182,0,95
1606880386916,195,Home Page,200,OK,Thread Group 1-7,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,195,0,98
1606880386915,196,Home Page,200,OK,Thread Group 1-8,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,192,0,106
1606880386915,196,Home Page,200,OK,Thread Group 1-13,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,192,0,105
1606880386916,195,Home Page,200,OK,Thread Group 1-10,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,192,0,106
1606880386914,197,Home Page,200,OK,Thread Group 1-4,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,194,0,108
1606880386915,196,Home Page,200,OK,Thread Group 1-6,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,192,0,106
1606880386953,158,Home Page,200,OK,Thread Group 1-16,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,154,0,67
1606880386914,197,Home Page,200,OK,Thread Group 1-9,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,194,0,106
1606880386914,197,Home Page,200,OK,Thread Group 1-3,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,196,0,107
1606880386997,119,Home Page,200,OK,Thread Group 1-19,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,119,0,32
1606880386915,201,Home Page,200,OK,Thread Group 1-1,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,201,0,107
1606880386937,180,Home Page,200,OK,Thread Group 1-15,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,180,0,84
1606880387011,106,Home Page,200,OK,Thread Group 1-20,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,106,0,23
1606880386965,152,Home Page,200,OK,Thread Group 1-17,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,152,0,55
1606880386984,134,Home Page,200,OK,Thread Group 1-18,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,134,0,37
1606880386914,204,Home Page,200,OK,Thread Group 1-5,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,204,0,108
1606880386915,203,Home Page,200,OK,Thread Group 1-11,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,203,0,106
1606880386915,203,Home Page,200,OK,Thread Group 1-2,text,true,,511,123,27,27,http://ltc.la.gemezz.mobi/,203,0,106
