timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1606880247623,190,Home Page,200,OK,Thread Group 1-7,text,true,,511,123,18,18,http://ltc.la.gemezz.mobi/,185,0,112
1606880247621,193,Home Page,200,OK,Thread Group 1-2,text,true,,511,123,18,18,http://ltc.la.gemezz.mobi/,187,0,106
1606880247622,192,Home Page,200,OK,Thread Group 1-1,text,true,,511,123,18,18,http://ltc.la.gemezz.mobi/,186,0,113
1606880247679,135,Home Page,200,OK,Thread Group 1-12,text,true,,511,123,18,18,http://ltc.la.gemezz.mobi/,129,0,56
1606880247699,115,Home Page,200,OK,Thread Group 1-13,text,true,,511,123,18,18,http://ltc.la.gemezz.mobi/,109,0,38
1606880247659,155,Home Page,200,OK,Thread Group 1-11,text,true,,511,123,18,18,http://ltc.la.gemezz.mobi/,149,0,68
1606880247623,191,Home Page,200,OK,Thread Group 1-9,text,true,,511,123,18,18,http://ltc.la.gemezz.mobi/,185,0,112
1606880247620,194,Home Page,200,OK,Thread Group 1-4,text,true,,511,123,18,18,http://ltc.la.gemezz.mobi/,188,0,115
1606880247640,174,Home Page,200,OK,Thread Group 1-10,text,true,,511,123,18,18,http://ltc.la.gemezz.mobi/,168,0,95
1606880247622,192,Home Page,200,OK,Thread Group 1-3,text,true,,511,123,18,18,http://ltc.la.gemezz.mobi/,186,0,113
1606880247620,194,Home Page,200,OK,Thread Group 1-5,text,true,,511,123,18,18,http://ltc.la.gemezz.mobi/,188,0,107
1606880247623,199,Home Page,200,OK,Thread Group 1-8,text,true,,511,123,19,19,http://ltc.la.gemezz.mobi/,199,0,112
1606880247620,202,Home Page,200,OK,Thread Group 1-6,text,true,,511,123,19,19,http://ltc.la.gemezz.mobi/,202,0,115
1606880247725,115,Home Page,200,OK,Thread Group 1-14,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,115,0,33
1606880247739,103,Home Page,200,OK,Thread Group 1-15,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,103,0,29
1606880247759,97,Home Page,200,OK,Thread Group 1-16,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,97,0,37
1606880247799,97,Home Page,200,OK,Thread Group 1-18,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,97,0,23
1606880247778,118,Home Page,200,OK,Thread Group 1-17,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,118,0,44
1606880247839,92,Home Page,200,OK,Thread Group 1-20,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,92,0,26
1606880247819,122,Home Page,200,OK,Thread Group 1-19,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,122,0,38
1606880247858,112,Home Page,200,OK,Thread Group 1-21,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,112,0,29
1606880247879,97,Home Page,200,OK,Thread Group 1-22,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,97,0,31
1606880247898,111,Home Page,200,OK,Thread Group 1-23,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,111,0,42
1606880247939,93,Home Page,200,OK,Thread Group 1-25,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,93,0,31
1606880247919,113,Home Page,200,OK,Thread Group 1-24,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,113,0,35
1606880247963,95,Home Page,200,OK,Thread Group 1-26,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,95,0,25
1606880247980,99,Home Page,200,OK,Thread Group 1-27,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,99,0,32
1606880248001,103,Home Page,200,OK,Thread Group 1-28,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,103,0,31
1606880248021,92,Home Page,200,OK,Thread Group 1-29,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,92,0,22
1606880248041,102,Home Page,200,OK,Thread Group 1-30,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,102,0,26
1606880248064,100,Home Page,200,OK,Thread Group 1-31,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,100,0,23
1606880248104,98,Home Page,200,OK,Thread Group 1-33,text,true,,511,123,7,7,http://ltc.la.gemezz.mobi/,98,0,24
1606880248081,121,Home Page,200,OK,Thread Group 1-32,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,121,0,44
1606880248123,88,Home Page,200,OK,Thread Group 1-34,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,88,0,23
1606880248140,115,Home Page,200,OK,Thread Group 1-35,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,114,0,36
1606880248163,116,Home Page,200,OK,Thread Group 1-36,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,116,0,31
1606880248181,114,Home Page,200,OK,Thread Group 1-37,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,114,0,34
1606880248203,97,Home Page,200,OK,Thread Group 1-38,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,97,0,28
1606880248223,103,Home Page,200,OK,Thread Group 1-39,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,103,0,31
1606880248243,91,Home Page,200,OK,Thread Group 1-40,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,91,0,20
1606880248264,92,Home Page,200,OK,Thread Group 1-41,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,92,0,31
1606880248281,97,Home Page,200,OK,Thread Group 1-42,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,97,0,25
1606880248303,91,Home Page,200,OK,Thread Group 1-43,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,91,0,30
1606880248318,108,Home Page,200,OK,Thread Group 1-44,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,108,0,31
1606880248342,115,Home Page,200,OK,Thread Group 1-45,text,true,,511,123,6,6,http://ltc.la.gemezz.mobi/,115,0,30
1606880248362,97,Home Page,200,OK,Thread Group 1-46,text,true,,511,123,5,5,http://ltc.la.gemezz.mobi/,97,0,27
